CIP2020Code,CIP2020Title,SOC2018Code,SOC2018Title
28.9999,"Military Science, Leadership and Operational Art, Other.",99-9999,NO MATCH
29.0302,Directed Energy Systems.,99-9999,NO MATCH
29.0304,Low-Observables and Stealth Technology.,99-9999,NO MATCH
29.0305,Space Systems Operations.,99-9999,NO MATCH
29.0399,"Military Applied Sciences, Other.",99-9999,NO MATCH
29.0403,Aircraft Armament Systems Technology.,99-9999,NO MATCH
29.0499,"Military Systems and Maintenance Technology, Other.",99-9999,NO MATCH
29.0601,Military Technology and Applied Sciences Management.,99-9999,NO MATCH
29.9999,"Military Technologies and Applied Sciences, Other.",99-9999,NO MATCH
30.0000,"Multi-/Interdisciplinary Studies, General.",99-9999,NO MATCH
30.0001,Comprehensive Transition and Postsecondary (CTP) Program.,99-9999,NO MATCH
30.5299,"Digital Humanities and Textual Studies, Other.",99-9999,NO MATCH
30.9999,"Multi-/Interdisciplinary Studies, Other.",99-9999,NO MATCH
31.0599,"Sports, Kinesiology, and Physical Education/Fitness, Other.",99-9999,NO MATCH
31.9999,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",99-9999,NO MATCH
32.0101,"Basic Skills and Developmental/Remedial Education, General.",99-9999,NO MATCH
32.0104,Developmental/Remedial Mathematics.,99-9999,NO MATCH
32.0105,Job-Seeking/Changing Skills.,99-9999,NO MATCH
32.0107,Career Exploration/Awareness Skills.,99-9999,NO MATCH
32.0108,Developmental/Remedial English.,99-9999,NO MATCH
32.0109,Second Language Learning.,99-9999,NO MATCH
32.0110,Basic Computer Skills.,99-9999,NO MATCH
32.0111,Workforce Development and Training.,99-9999,NO MATCH
32.0112,Accent Reduction/Modification.,99-9999,NO MATCH
32.0199,"Basic Skills and Developmental/Remedial Education, Other.",99-9999,NO MATCH
32.0201,"Exam Preparation and Test-Taking Skills, General.",99-9999,NO MATCH
32.0202,High School Equivalent Exam Preparation.,99-9999,NO MATCH
32.0203,Undergraduate Entrance/Placement Examination Preparation.,99-9999,NO MATCH
32.0204,Graduate/Professional School Entrance Examination Preparation.,99-9999,NO MATCH
32.0205,Professional Certification/Licensure Examination Preparation.,99-9999,NO MATCH
32.0299,"General Exam Preparation and Test-Taking Skills, Other.",99-9999,NO MATCH
33.0101,"Citizenship Activities, General.",99-9999,NO MATCH
33.0102,American Citizenship Education.,99-9999,NO MATCH
33.0103,Community Awareness.,99-9999,NO MATCH
33.0104,Community Involvement.,99-9999,NO MATCH
33.0105,Canadian Citizenship Education.,99-9999,NO MATCH
33.0106,Personal Emergency Preparedness.,99-9999,NO MATCH
33.0199,"Citizenship Activities, Other.",99-9999,NO MATCH
34.0102,Birthing and Parenting Knowledge and Skills.,99-9999,NO MATCH
34.0103,Personal Health Improvement and Maintenance.,99-9999,NO MATCH
34.0104,Addiction Prevention and Treatment.,99-9999,NO MATCH
34.0105,Meditation/Mind-Body Wellness.,99-9999,NO MATCH
34.0199,"Health-Related Knowledge and Skills, Other.",99-9999,NO MATCH
35.0101,"Interpersonal and Social Skills, General.",99-9999,NO MATCH
35.0102,Interpersonal Relationships Skills.,99-9999,NO MATCH
35.0103,Business and Social Skills.,99-9999,NO MATCH
35.0105,Life Coaching.,99-9999,NO MATCH
35.0199,"Interpersonal Social Skills, Other.",99-9999,NO MATCH
36.0101,"Leisure and Recreational Activities, General.",99-9999,NO MATCH
36.0102,Handicrafts and Model-Making.,99-9999,NO MATCH
36.0103,"Board, Card and Role-Playing Games.",99-9999,NO MATCH
36.0105,Home Maintenance and Improvement.,99-9999,NO MATCH
36.0106,Nature Appreciation.,99-9999,NO MATCH
36.0107,Pet Ownership and Care.,99-9999,NO MATCH
36.0108,Sports and Exercise.,99-9999,NO MATCH
36.0109,Travel and Exploration.,99-9999,NO MATCH
36.0110,Art.,99-9999,NO MATCH
36.0111,Collecting.,99-9999,NO MATCH
36.0112,Cooking and Other Domestic Skills.,99-9999,NO MATCH
36.0113,Computer Games and Programming Skills.,99-9999,NO MATCH
36.0114,Dancing.,99-9999,NO MATCH
36.0115,Music.,99-9999,NO MATCH
36.0116,Reading.,99-9999,NO MATCH
36.0117,Theatre/Theater.,99-9999,NO MATCH
36.0118,Writing.,99-9999,NO MATCH
36.0120,Beekeeping.,99-9999,NO MATCH
36.0121,Firearms Training/Safety.,99-9999,NO MATCH
36.0122,Floral Design/Arrangement.,99-9999,NO MATCH
36.0123,Master Gardener/Gardening.,99-9999,NO MATCH
36.0199,"Leisure and Recreational Activities, Other.",99-9999,NO MATCH
36.0202,Aircraft Pilot (Private).,99-9999,NO MATCH
36.0203,Automobile Driver Education.,99-9999,NO MATCH
36.0204,Helicopter Pilot (Private).,99-9999,NO MATCH
36.0205,Motorcycle Rider Education.,99-9999,NO MATCH
36.0206,Personal Watercraft/Boating Education.,99-9999,NO MATCH
36.0207,Remote Aircraft Pilot.,99-9999,NO MATCH
36.0299,"Noncommercial Vehicle Operation, Other.",99-9999,NO MATCH
37.0101,Self-Awareness and Personal Assessment.,99-9999,NO MATCH
37.0102,Stress Management and Coping Skills.,99-9999,NO MATCH
37.0103,Personal Decision-Making Skills.,99-9999,NO MATCH
37.0104,Self-Esteem and Values Clarification.,99-9999,NO MATCH
37.0106,Investing/Wealth Management/Retirement Planning.,99-9999,NO MATCH
37.0107,Self-Defense.,99-9999,NO MATCH
37.0199,"Personal Awareness and Self-Improvement, Other.",99-9999,NO MATCH
38.0299,"Religion/Religious Studies, Other.",99-9999,NO MATCH
39.0899,"Religious Institution Administration and Law, Other.",99-9999,NO MATCH
39.9999,"Theology and Religious Vocations, Other.",99-9999,NO MATCH
43.0204,Fire Systems Technology.,99-9999,NO MATCH
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",99-9999,NO MATCH
44.0599,"Public Policy Analysis, Other.",99-9999,NO MATCH
44.9999,"Public Administration and Social Service Professions, Other.",99-9999,NO MATCH
46.0499,"Building/Construction Finishing, Management, and Inspection, Other.",99-9999,NO MATCH
46.9999,"Construction Trades, Other.",99-9999,NO MATCH
47.0399,"Heavy/Industrial Equipment Maintenance Technologies/Technicians, Other.",99-9999,NO MATCH
47.0699,"Vehicle Maintenance and Repair Technologies/Technicians, Other.",99-9999,NO MATCH
47.9999,"Mechanic and Repair Technologies/Technicians, Other.",99-9999,NO MATCH
48.0000,"Precision Production Trades, General.",99-9999,NO MATCH
48.0399,"Leatherworking and Upholstery, Other.",99-9999,NO MATCH
48.9999,"Precision Production, Other.",99-9999,NO MATCH
49.0199,"Air Transportation, Other.",99-9999,NO MATCH
49.0299,"Ground Transportation, Other.",99-9999,NO MATCH
49.9999,"Transportation and Materials Moving, Other.",99-9999,NO MATCH
50.0499,"Design and Applied Arts, Other.",99-9999,NO MATCH
51.0000,"Health Services/Allied Health/Health Sciences, General.",99-9999,NO MATCH
51.0699,"Dental Services and Allied Professions, Other.",99-9999,NO MATCH
51.1101,Pre-Dentistry Studies.,99-9999,NO MATCH
51.1102,Pre-Medicine/Pre-Medical Studies.,99-9999,NO MATCH
51.1103,Pre-Pharmacy Studies.,99-9999,NO MATCH
51.1105,Pre-Nursing Studies.,99-9999,NO MATCH
51.1106,Pre-Chiropractic Studies.,99-9999,NO MATCH
51.1107,Pre-Occupational Therapy Studies.,99-9999,NO MATCH
51.1108,Pre-Optometry Studies.,99-9999,NO MATCH
51.1109,Pre-Physical Therapy Studies.,99-9999,NO MATCH
51.1110,Pre-Art Therapy.,99-9999,NO MATCH
51.1111,Pre-Physician Assistant.,99-9999,NO MATCH
51.1199,"Health/Medical Preparatory Programs, Other.",99-9999,NO MATCH
51.1299,"Medicine, Other.",99-9999,NO MATCH
51.1599,"Mental and Social Health Services and Allied Professions, Other.",99-9999,NO MATCH
51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other.",99-9999,NO MATCH
51.2699,"Health Aides/Attendants/Orderlies, Other.",99-9999,NO MATCH
51.2799,"Medical Illustration and Informatics, Other.",99-9999,NO MATCH
51.3699,"Movement and Mind-Body Therapies and Education, Other.",99-9999,NO MATCH
51.9999,"Health Professions and Related Clinical Sciences, Other.",99-9999,NO MATCH
52.0299,"Business Administration, Management and Operations, Other.",99-9999,NO MATCH
52.0399,"Accounting and Related Services, Other.",99-9999,NO MATCH
52.0799,"Entrepreneurial and Small Business Operations, Other.",99-9999,NO MATCH
52.1399,"Management Sciences and Quantitative Methods, Other.",99-9999,NO MATCH
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other.",99-9999,NO MATCH
52.9999,"Business, Management, Marketing, and Related Support Services, Other.",99-9999,NO MATCH
53.0101,Regular/General High School/Secondary Diploma Program.,99-9999,NO MATCH
53.0102,College/University Preparatory and Advanced High School/Secondary Diploma Program.,99-9999,NO MATCH
53.0103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.,99-9999,NO MATCH
53.0104,Honors/Regents High School/Secondary Diploma Program.,99-9999,NO MATCH
53.0105,Adult High School/Secondary Diploma Program.,99-9999,NO MATCH
53.0199,"High School/Secondary Diploma Programs, Other.",99-9999,NO MATCH
53.0201,High School Equivalence Certificate Program.,99-9999,NO MATCH
53.0202,High School Certificate of Competence Program.,99-9999,NO MATCH
53.0203,Certificate of IEP Completion Program.,99-9999,NO MATCH
53.0299,"High School/Secondary Certificates, Other.",99-9999,NO MATCH
60.9999,"Health Professions Residency/Fellowship Programs, Other.",99-9999,NO MATCH
