CIP2020Code,CIP2020Title,SOC2018Code,SOC2018Title
61.2403,Child and Adolescent Psychiatry Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2403,Child and Adolescent Psychiatry Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2404,Consultation-Liaison Psychiatry Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2404,Consultation-Liaison Psychiatry Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2405,Forensic Psychiatry Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2405,Forensic Psychiatry Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2406,Geriatric Psychiatry Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2406,Geriatric Psychiatry Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2501,Radiation Oncology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2601,Diagnostic Radiology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2604,Diagnostic Radiologic Physics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2605,Medical Nuclear Physics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2607,Neuroradiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2607,Neuroradiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2608,Nuclear Radiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2608,Nuclear Radiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2609,Pediatric Radiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2609,Pediatric Radiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2609,Pediatric Radiology Fellowship Program.,29-1221,"Pediatricians, General"
61.2610,Radiologic Physics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2611,Therapeutic Radiologic Physics Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2612,Vascular and Interventional Radiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2612,Vascular and Interventional Radiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2701,General Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2702,Colon and Rectal Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2704,Congenital Cardiac Surgery Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2704,Congenital Cardiac Surgery Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2705,Pediatric Surgery Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2705,Pediatric Surgery Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2706,Surgical Critical Care Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2706,Surgical Critical Care Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2707,Thoracic Surgery Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2707,Thoracic Surgery Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2708,Vascular Surgery Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2708,Vascular Surgery Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2801,Urology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2802,Pediatric Urology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2802,Pediatric Urology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
